time,AT,BE,CZ,DE,ES,FI,FR,HU,IT,NL,PL,RO,SE,UK,BG,CH,DK,EE,EL,HR,IE,LT,LU,LV,NO,PT,SI,SK
1704,0.798611111111111,0.7986111111111112,0.798611111111111,0.798611111111111,0.798611111111111,0.6934523809523809,0.798611111111111,0.798611111111111,0.798611111111111,0.7986111111111112,0.798611111111111,0.6934523809523808,0.798611111111111,0.949404761904762,0.6934523809523809,0.798611111111111,0.798611111111111,0.6934523809523809,0.6934523809523809,0.7986111111111109,0.949404761904762,0.6934523809523809,0.798611111111111,0.6934523809523809,0.798611111111111,0.949404761904762,0.7986111111111112,0.7986111111111109
1705,0.6934523809523809,0.6934523809523809,0.6934523809523809,0.6934523809523809,0.6934523809523808,0.4861111111111111,0.6934523809523808,0.6934523809523809,0.6934523809523809,0.6934523809523808,0.6934523809523809,0.4861111111111111,0.6934523809523809,0.7986111111111112,0.4861111111111111,0.6934523809523809,0.6934523809523809,0.4861111111111111,0.486111111111111,0.6934523809523808,0.798611111111111,0.4861111111111111,0.6934523809523809,0.4861111111111111,0.6934523809523809,0.798611111111111,0.6934523809523809,0.6934523809523809
1706,0.4861111111111111,0.4861111111111111,0.4861111111111111,0.4861111111111111,0.4861111111111111,0.2986111111111111,0.4861111111111111,0.4861111111111111,0.4861111111111111,0.4861111111111111,0.4861111111111111,0.2986111111111111,0.4861111111111112,0.6934523809523809,0.2986111111111111,0.4861111111111111,0.4861111111111111,0.298611111111111,0.2986111111111111,0.486111111111111,0.6934523809523809,0.2986111111111111,0.4861111111111111,0.2986111111111111,0.4861111111111111,0.6934523809523809,0.4861111111111111,0.4861111111111111
1707,0.2986111111111111,0.2986111111111111,0.2986111111111111,0.2986111111111111,0.2986111111111111,0.1383928571428571,0.2986111111111111,0.2986111111111111,0.2986111111111111,0.2986111111111111,0.2986111111111111,0.1383928571428571,0.2986111111111111,0.4861111111111111,0.1383928571428571,0.2986111111111111,0.2986111111111111,0.1383928571428571,0.1383928571428571,0.2986111111111111,0.4861111111111111,0.1383928571428571,0.2986111111111111,0.1383928571428571,0.2986111111111111,0.4861111111111111,0.2986111111111111,0.2986111111111111
1708,0.1383928571428571,0.1383928571428571,0.1383928571428571,0.1383928571428571,0.1383928571428571,0.050595238095238,0.1383928571428571,0.1383928571428571,0.1383928571428571,0.1383928571428571,0.1383928571428571,0.0505952380952381,0.1383928571428571,0.2986111111111111,0.050595238095238,0.1383928571428571,0.1383928571428571,0.050595238095238,0.050595238095238,0.1383928571428571,0.2986111111111111,0.0505952380952381,0.1383928571428571,0.050595238095238,0.1383928571428571,0.2986111111111111,0.1383928571428571,0.1383928571428571
1709,0.050595238095238,0.0505952380952381,0.0505952380952381,0.050595238095238,0.050595238095238,0.0302579365079365,0.050595238095238,0.050595238095238,0.050595238095238,0.0505952380952381,0.050595238095238,0.0302579365079365,0.0505952380952381,0.1383928571428571,0.0302579365079365,0.0505952380952381,0.050595238095238,0.0302579365079365,0.0302579365079365,0.050595238095238,0.1383928571428571,0.0302579365079365,0.0505952380952381,0.0302579365079365,0.050595238095238,0.1383928571428571,0.0505952380952381,0.050595238095238
1710,0.0302579365079365,0.0302579365079365,0.0302579365079365,0.0302579365079365,0.0302579365079365,0.0327380952380952,0.0302579365079365,0.0302579365079365,0.0302579365079365,0.0302579365079365,0.0302579365079365,0.0327380952380952,0.0302579365079365,0.0505952380952381,0.0327380952380952,0.0302579365079365,0.0302579365079365,0.0327380952380952,0.0327380952380952,0.0302579365079365,0.0505952380952381,0.0327380952380952,0.0302579365079365,0.0327380952380952,0.0302579365079365,0.050595238095238,0.0302579365079365,0.0302579365079365
1711,0.0327380952380952,0.0327380952380952,0.0327380952380952,0.0327380952380952,0.0327380952380952,0.0570436507936507,0.0327380952380952,0.0327380952380952,0.0327380952380952,0.0327380952380952,0.0327380952380952,0.0570436507936507,0.0327380952380952,0.0302579365079365,0.0570436507936507,0.0327380952380952,0.0327380952380952,0.0570436507936507,0.0570436507936507,0.0327380952380952,0.0302579365079365,0.0570436507936508,0.0327380952380952,0.0570436507936507,0.0327380952380952,0.0302579365079365,0.0327380952380952,0.0327380952380952
1712,0.0570436507936507,0.0570436507936507,0.0570436507936508,0.0570436507936508,0.0570436507936507,0.0669642857142857,0.0570436507936507,0.0570436507936507,0.0570436507936507,0.0570436507936508,0.0570436507936507,0.0669642857142857,0.0570436507936507,0.0327380952380952,0.0669642857142857,0.0570436507936507,0.0570436507936507,0.0669642857142857,0.0669642857142857,0.0570436507936507,0.0327380952380952,0.0669642857142857,0.0570436507936507,0.0669642857142857,0.0570436507936508,0.0327380952380952,0.0570436507936508,0.0570436507936507
1713,0.0669642857142857,0.0669642857142857,0.0669642857142857,0.0669642857142857,0.0669642857142857,0.0957341269841269,0.0669642857142857,0.0669642857142857,0.0669642857142857,0.0669642857142857,0.0669642857142857,0.0957341269841269,0.0669642857142857,0.0570436507936508,0.0957341269841269,0.0669642857142857,0.0669642857142857,0.0957341269841269,0.0957341269841269,0.0669642857142857,0.0570436507936507,0.0957341269841269,0.0669642857142857,0.0957341269841269,0.0669642857142857,0.0570436507936507,0.0669642857142857,0.0669642857142857
1714,0.0957341269841269,0.0957341269841269,0.0957341269841269,0.0957341269841269,0.0957341269841269,0.0907738095238095,0.0957341269841269,0.0957341269841269,0.0957341269841269,0.0957341269841269,0.0957341269841269,0.0907738095238095,0.0957341269841269,0.0669642857142857,0.0907738095238095,0.0957341269841269,0.0957341269841269,0.0907738095238095,0.0907738095238095,0.0957341269841269,0.0669642857142857,0.0907738095238095,0.0957341269841269,0.0907738095238095,0.0957341269841269,0.0669642857142857,0.0957341269841269,0.0957341269841269
1715,0.0907738095238095,0.0907738095238095,0.0907738095238095,0.0907738095238095,0.0907738095238095,0.2356150793650793,0.0907738095238095,0.0907738095238095,0.0907738095238095,0.0907738095238095,0.0907738095238095,0.2356150793650794,0.0907738095238095,0.0957341269841269,0.2356150793650793,0.0907738095238095,0.0907738095238095,0.2356150793650793,0.2356150793650793,0.0907738095238095,0.0957341269841269,0.2356150793650794,0.0907738095238095,0.2356150793650793,0.0907738095238095,0.0957341269841269,0.0907738095238095,0.0907738095238095
1716,0.2356150793650793,0.2356150793650793,0.2356150793650794,0.2356150793650793,0.2356150793650793,0.3700396825396825,0.2356150793650793,0.2356150793650793,0.2356150793650793,0.2356150793650794,0.2356150793650793,0.3700396825396825,0.2356150793650794,0.0907738095238095,0.3700396825396825,0.2356150793650793,0.2356150793650793,0.3700396825396825,0.3700396825396825,0.2356150793650793,0.0907738095238095,0.3700396825396825,0.2356150793650794,0.3700396825396825,0.2356150793650794,0.0907738095238095,0.2356150793650794,0.2356150793650793
1717,0.3700396825396825,0.3700396825396825,0.3700396825396825,0.3700396825396825,0.3700396825396825,0.498015873015873,0.3700396825396825,0.3700396825396825,0.3700396825396825,0.3700396825396825,0.3700396825396825,0.498015873015873,0.3700396825396825,0.2356150793650794,0.4980158730158729,0.3700396825396825,0.3700396825396825,0.498015873015873,0.498015873015873,0.3700396825396825,0.2356150793650793,0.4980158730158731,0.3700396825396825,0.4980158730158729,0.3700396825396825,0.2356150793650794,0.3700396825396825,0.3700396825396825
1718,0.498015873015873,0.498015873015873,0.498015873015873,0.4980158730158731,0.498015873015873,0.6140873015873015,0.498015873015873,0.4980158730158729,0.4980158730158729,0.498015873015873,0.498015873015873,0.6140873015873016,0.498015873015873,0.3700396825396825,0.6140873015873015,0.4980158730158729,0.4980158730158729,0.6140873015873015,0.6140873015873015,0.498015873015873,0.3700396825396825,0.6140873015873015,0.498015873015873,0.6140873015873015,0.498015873015873,0.3700396825396825,0.4980158730158731,0.4980158730158729
1719,0.6140873015873015,0.6140873015873015,0.6140873015873016,0.6140873015873016,0.6140873015873015,0.7291666666666666,0.6140873015873015,0.6140873015873015,0.6140873015873015,0.6140873015873015,0.6140873015873015,0.7291666666666667,0.6140873015873016,0.4980158730158729,0.7291666666666665,0.6140873015873015,0.6140873015873015,0.7291666666666666,0.7291666666666666,0.6140873015873015,0.4980158730158729,0.7291666666666667,0.6140873015873015,0.7291666666666666,0.6140873015873015,0.4980158730158729,0.6140873015873015,0.6140873015873015
1720,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666667,0.7291666666666666,0.8497023809523809,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666667,0.7291666666666666,0.849702380952381,0.7291666666666667,0.6140873015873016,0.8497023809523809,0.7291666666666666,0.7291666666666666,0.8497023809523809,0.8497023809523809,0.7291666666666666,0.6140873015873015,0.849702380952381,0.7291666666666666,0.849702380952381,0.7291666666666666,0.6140873015873015,0.7291666666666667,0.7291666666666666
1721,0.849702380952381,0.849702380952381,0.849702380952381,0.849702380952381,0.849702380952381,0.9776785714285714,0.8497023809523809,0.8497023809523809,0.8497023809523809,0.8497023809523809,0.8497023809523809,0.9776785714285714,0.8497023809523809,0.7291666666666667,0.9776785714285712,0.8497023809523809,0.849702380952381,0.9776785714285714,0.9776785714285714,0.8497023809523809,0.7291666666666666,0.9776785714285714,0.849702380952381,0.9776785714285714,0.8497023809523809,0.7291666666666666,0.8497023809523809,0.8497023809523809
1722,0.9776785714285716,0.9776785714285714,0.9776785714285714,0.9776785714285714,0.9776785714285714,1.0,0.9776785714285714,0.9776785714285712,0.9776785714285714,0.9776785714285714,0.9776785714285714,1.0,0.9776785714285716,0.849702380952381,1.0,0.9776785714285714,0.9776785714285714,1.0,1.0,0.9776785714285712,0.8497023809523809,1.0,0.9776785714285716,1.0,0.9776785714285714,0.8497023809523809,0.9776785714285714,0.9776785714285714
1723,1.0,1.0,1.0,1.0,1.0,0.992063492063492,1.0,1.0,1.0,1.0,1.0,0.992063492063492,1.0,0.9776785714285714,0.992063492063492,1.0,1.0,0.992063492063492,0.992063492063492,1.0,0.9776785714285714,0.992063492063492,1.0,0.992063492063492,1.0,0.9776785714285714,1.0,1.0
1724,0.992063492063492,0.992063492063492,0.992063492063492,0.992063492063492,0.992063492063492,0.986111111111111,0.992063492063492,0.992063492063492,0.992063492063492,0.992063492063492,0.992063492063492,0.986111111111111,0.992063492063492,1.0,0.9861111111111108,0.992063492063492,0.992063492063492,0.986111111111111,0.986111111111111,0.992063492063492,1.0,0.986111111111111,0.992063492063492,0.986111111111111,0.992063492063492,1.0,0.992063492063492,0.992063492063492
1725,0.986111111111111,0.986111111111111,0.986111111111111,0.986111111111111,0.9861111111111112,0.9553571428571428,0.9861111111111112,0.9861111111111108,0.986111111111111,0.9861111111111112,0.986111111111111,0.9553571428571428,0.9861111111111112,0.9920634920634922,0.9553571428571428,0.9861111111111112,0.986111111111111,0.9553571428571428,0.9553571428571428,0.986111111111111,0.992063492063492,0.9553571428571428,0.9861111111111112,0.9553571428571428,0.9861111111111112,0.992063492063492,0.9861111111111112,0.986111111111111
1726,0.9553571428571428,0.9553571428571428,0.9553571428571428,0.9553571428571428,0.9553571428571428,0.949404761904762,0.9553571428571428,0.9553571428571428,0.9553571428571428,0.9553571428571428,0.9553571428571428,0.949404761904762,0.9553571428571428,0.9861111111111112,0.949404761904762,0.9553571428571428,0.9553571428571428,0.9494047619047618,0.9494047619047618,0.9553571428571428,0.9861111111111112,0.949404761904762,0.9553571428571428,0.949404761904762,0.9553571428571428,0.9861111111111112,0.9553571428571428,0.9553571428571428
1727,0.949404761904762,0.949404761904762,0.949404761904762,0.949404761904762,0.949404761904762,0.7986111111111109,0.9494047619047618,0.949404761904762,0.9494047619047618,0.949404761904762,0.949404761904762,0.798611111111111,0.949404761904762,0.9553571428571428,0.7986111111111109,0.949404761904762,0.949404761904762,0.7986111111111109,0.798611111111111,0.949404761904762,0.9553571428571428,0.798611111111111,0.949404761904762,0.798611111111111,0.949404761904762,0.9553571428571428,0.949404761904762,0.9494047619047618
1728,0.798611111111111,0.7986111111111112,0.798611111111111,0.798611111111111,0.798611111111111,0.6934523809523809,0.798611111111111,0.798611111111111,0.798611111111111,0.7986111111111112,0.798611111111111,0.6934523809523808,0.798611111111111,0.949404761904762,0.6934523809523809,0.798611111111111,0.798611111111111,0.6934523809523809,0.6934523809523809,0.7986111111111109,0.949404761904762,0.6934523809523809,0.798611111111111,0.6934523809523809,0.798611111111111,0.949404761904762,0.7986111111111112,0.7986111111111109
1729,0.6934523809523809,0.6934523809523809,0.6934523809523809,0.6934523809523809,0.6934523809523808,0.4861111111111111,0.6934523809523808,0.6934523809523809,0.6934523809523809,0.6934523809523808,0.6934523809523809,0.4861111111111111,0.6934523809523809,0.7986111111111112,0.4861111111111111,0.6934523809523809,0.6934523809523809,0.4861111111111111,0.486111111111111,0.6934523809523808,0.798611111111111,0.4861111111111111,0.6934523809523809,0.4861111111111111,0.6934523809523809,0.798611111111111,0.6934523809523809,0.6934523809523809
1730,0.4861111111111111,0.4861111111111111,0.4861111111111111,0.4861111111111111,0.4861111111111111,0.2986111111111111,0.4861111111111111,0.4861111111111111,0.4861111111111111,0.4861111111111111,0.4861111111111111,0.2986111111111111,0.4861111111111112,0.6934523809523809,0.2986111111111111,0.4861111111111111,0.4861111111111111,0.298611111111111,0.2986111111111111,0.486111111111111,0.6934523809523809,0.2986111111111111,0.4861111111111111,0.2986111111111111,0.4861111111111111,0.6934523809523809,0.4861111111111111,0.4861111111111111
1731,0.2986111111111111,0.2986111111111111,0.2986111111111111,0.2986111111111111,0.2986111111111111,0.1383928571428571,0.2986111111111111,0.2986111111111111,0.2986111111111111,0.2986111111111111,0.2986111111111111,0.1383928571428571,0.2986111111111111,0.4861111111111111,0.1383928571428571,0.2986111111111111,0.2986111111111111,0.1383928571428571,0.1383928571428571,0.2986111111111111,0.4861111111111111,0.1383928571428571,0.2986111111111111,0.1383928571428571,0.2986111111111111,0.4861111111111111,0.2986111111111111,0.2986111111111111
1732,0.1383928571428571,0.1383928571428571,0.1383928571428571,0.1383928571428571,0.1383928571428571,0.050595238095238,0.1383928571428571,0.1383928571428571,0.1383928571428571,0.1383928571428571,0.1383928571428571,0.0505952380952381,0.1383928571428571,0.2986111111111111,0.050595238095238,0.1383928571428571,0.1383928571428571,0.050595238095238,0.050595238095238,0.1383928571428571,0.2986111111111111,0.0505952380952381,0.1383928571428571,0.050595238095238,0.1383928571428571,0.2986111111111111,0.1383928571428571,0.1383928571428571
1733,0.050595238095238,0.0505952380952381,0.0505952380952381,0.050595238095238,0.050595238095238,0.0302579365079365,0.050595238095238,0.050595238095238,0.050595238095238,0.0505952380952381,0.050595238095238,0.0302579365079365,0.0505952380952381,0.1383928571428571,0.0302579365079365,0.0505952380952381,0.050595238095238,0.0302579365079365,0.0302579365079365,0.050595238095238,0.1383928571428571,0.0302579365079365,0.0505952380952381,0.0302579365079365,0.050595238095238,0.1383928571428571,0.0505952380952381,0.050595238095238
1734,0.0302579365079365,0.0302579365079365,0.0302579365079365,0.0302579365079365,0.0302579365079365,0.0327380952380952,0.0302579365079365,0.0302579365079365,0.0302579365079365,0.0302579365079365,0.0302579365079365,0.0327380952380952,0.0302579365079365,0.0505952380952381,0.0327380952380952,0.0302579365079365,0.0302579365079365,0.0327380952380952,0.0327380952380952,0.0302579365079365,0.0505952380952381,0.0327380952380952,0.0302579365079365,0.0327380952380952,0.0302579365079365,0.050595238095238,0.0302579365079365,0.0302579365079365
